        1	2014-07-11 16:51:24	11	0	1	0
        3	2014-07-11 16:51:29	11	0	1	0
        7	2014-07-11 17:23:36	11	0	1	0
        7	2014-07-11 17:23:47	11	0	1	0
        7	2014-07-11 17:24:50	11	0	1	0
        7	2014-07-11 17:25:17	11	0	1	0
        7	2014-07-11 17:25:22	11	0	1	0
        7	2014-07-11 17:25:26	11	0	1	0
        7	2014-07-11 17:25:32	11	0	1	0
        4	2014-07-11 17:31:22	11	0	1	0
        6	2014-07-11 17:39:51	11	0	1	0
        6	2014-07-11 17:40:04	11	0	1	0
        6	2014-07-11 17:40:20	11	0	1	0
        6	2014-07-12 08:03:05	11	0	1	0
        1	2014-07-14 11:44:07	11	0	1	0
        3	2014-07-14 13:19:14	11	0	1	0
        6	2014-07-14 13:23:31	11	0	1	0
        2	2014-07-14 13:24:33	11	0	1	0
        5	2014-07-14 13:28:31	11	0	1	0
        4	2014-07-14 17:34:02	11	0	1	0
        5	2014-07-14 17:34:18	11	0	1	0
        2	2014-07-14 17:35:24	11	0	1	0
        3	2014-07-14 17:36:02	11	0	1	0
        5	2014-07-14 17:37:32	11	0	1	0
        3	2014-07-15 08:11:43	11	0	1	0
        4	2014-07-15 08:16:19	11	0	1	0
        1	2014-07-15 08:17:46	11	0	1	0
        7	2014-07-15 08:18:02	11	0	1	0
        6	2014-07-15 08:26:54	11	0	1	0
        5	2014-07-15 08:27:14	11	0	1	0
        2	2014-07-15 08:29:00	11	0	1	0
        2	2014-07-15 08:29:02	11	0	1	0
        3	2014-07-15 12:11:56	11	0	1	0
        3	2014-07-15 13:17:40	11	0	1	0
        1	2014-07-15 17:40:56	11	0	1	0
        4	2014-07-15 17:41:43	11	0	1	0
        5	2014-07-15 17:42:12	11	0	1	0
        6	2014-07-15 17:43:03	11	0	1	0
        3	2014-07-15 17:43:08	11	0	1	0
        2	2014-07-15 17:43:30	11	0	1	0
        7	2014-07-15 18:21:24	11	0	1	0
        6	2014-07-16 08:03:36	11	0	1	0
        1	2014-07-16 08:03:40	11	0	1	0
        3	2014-07-16 08:07:30	11	0	1	0
        2	2014-07-16 08:14:11	11	0	1	0
        2	2014-07-16 08:14:13	11	0	1	0
        4	2014-07-16 08:20:50	11	0	1	0
        5	2014-07-16 08:31:37	11	0	1	0
        5	2014-07-16 11:14:09	11	0	1	0
        3	2014-07-16 17:31:29	11	0	1	0
        2	2014-07-16 17:36:43	11	0	1	0
        6	2014-07-16 17:38:01	11	0	1	0
        4	2014-07-16 17:44:04	11	0	1	0
        1	2014-07-16 17:53:15	11	0	1	0
        6	2014-07-17 08:04:23	11	0	1	0
        3	2014-07-17 08:09:41	11	0	1	0
        2	2014-07-17 08:23:40	11	0	1	0
        1	2014-07-17 08:23:43	11	0	1	0
        4	2014-07-17 08:24:43	11	0	1	0
        5	2014-07-17 08:36:05	11	0	1	0
        3	2014-07-17 17:34:34	11	0	1	0
        1	2014-07-17 17:34:44	11	0	1	0
        1	2014-07-17 17:35:29	11	0	1	0
        5	2014-07-17 17:35:36	11	0	1	0
        2	2014-07-17 17:37:39	11	0	1	0
        4	2014-07-17 17:47:33	11	0	1	0
        6	2014-07-17 18:06:31	11	0	1	0
        6	2014-07-18 08:12:25	11	0	1	0
        3	2014-07-18 08:13:17	11	0	1	0
        5	2014-07-18 08:20:59	11	0	1	0
        5	2014-07-18 08:21:05	11	0	1	0
        2	2014-07-18 08:26:33	11	0	1	0
        4	2014-07-18 08:31:19	11	0	1	0
        2	2014-07-18 17:40:22	11	0	1	0
        5	2014-07-18 17:40:40	11	0	1	0
        4	2014-07-18 17:41:56	11	0	1	0
        3	2014-07-18 17:42:56	11	0	1	0
        6	2014-07-18 18:23:23	11	0	1	0
        6	2014-07-19 08:03:17	11	0	1	0
        3	2014-07-19 08:15:32	11	0	1	0
        1	2014-07-19 08:17:53	11	0	1	0
        2	2014-07-19 08:21:28	11	0	1	0
        4	2014-07-19 08:22:44	11	0	1	0
        5	2014-07-19 08:43:57	11	0	1	0
        1	2014-07-19 12:03:42	11	0	1	0
        4	2014-07-19 12:05:36	11	0	1	0
        3	2014-07-19 12:06:50	11	0	1	0
        7	2014-07-19 12:09:37	11	0	1	0
        5	2014-07-19 12:10:01	11	0	1	0
        6	2014-07-19 12:11:40	11	0	1	0
        2	2014-07-19 12:13:34	11	0	1	0
        2	2014-07-20 08:52:17	11	0	1	0
        3	2014-07-21 08:09:13	11	0	1	0
        5	2014-07-21 08:17:27	11	0	1	0
        2	2014-07-21 08:29:10	11	0	1	0
        4	2014-07-21 08:33:07	11	0	1	0
        4	2014-07-21 17:44:57	11	0	1	0
        3	2014-07-21 17:45:06	11	0	1	0
        5	2014-07-21 17:45:56	11	0	1	0
        2	2014-07-21 18:10:45	11	0	1	0
        3	2014-07-22 08:13:07	11	0	1	0
        2	2014-07-22 08:25:52	11	0	1	0
        5	2014-07-22 08:30:13	11	0	1	0
        2	2014-07-22 17:34:03	11	0	1	0
        2	2014-07-22 17:34:04	11	0	1	0
        3	2014-07-22 17:36:40	11	0	1	0
        5	2014-07-22 18:13:52	11	0	1	0
        3	2014-07-23 08:08:36	11	0	1	0
        3	2014-07-23 08:08:42	11	0	1	0
        6	2014-07-23 08:13:22	11	0	1	0
        4	2014-07-23 08:22:07	11	0	1	0
        2	2014-07-23 08:23:00	11	0	1	0
        5	2014-07-23 08:27:21	11	0	1	0
        6	2014-07-23 14:40:46	11	0	1	0
        3	2014-07-23 17:39:59	11	0	1	0
        2	2014-07-23 17:43:29	11	0	1	0
        4	2014-07-23 17:46:17	11	0	1	0
        5	2014-07-23 17:46:25	11	0	1	0
        4	2014-07-23 17:47:37	11	0	1	0
        6	2014-07-24 08:18:38	11	0	1	0
        2	2014-07-24 08:19:00	11	0	1	0
        3	2014-07-24 08:19:16	11	0	1	0
        5	2014-07-24 08:26:48	11	0	1	0
        4	2014-07-24 08:30:08	11	0	1	0
        5	2014-07-24 17:35:24	11	0	1	0
        4	2014-07-24 17:35:48	11	0	1	0
        6	2014-07-24 17:36:56	11	0	1	0
        2	2014-07-24 17:37:16	11	0	1	0
        3	2014-07-24 17:37:30	11	0	1	0
        3	2014-07-25 08:09:16	11	0	1	0
        6	2014-07-25 08:12:43	11	0	1	0
        5	2014-07-25 08:27:16	11	0	1	0
        2	2014-07-25 08:31:57	11	0	1	0
        4	2014-07-25 08:46:35	11	0	1	0
        4	2014-07-25 17:38:04	11	0	1	0
        6	2014-07-25 17:48:16	11	0	1	0
        3	2014-07-25 18:02:44	11	0	1	0
        2	2014-07-25 18:13:58	11	0	1	0
        5	2014-07-25 19:27:53	11	0	1	0
        3	2014-07-26 08:17:22	11	0	1	0
        6	2014-07-26 08:17:32	11	0	1	0
        4	2014-07-26 08:23:34	11	0	1	0
        2	2014-07-26 08:28:15	11	0	1	0
        5	2014-07-26 08:34:51	11	0	1	0
        3	2014-07-26 12:04:02	11	0	1	0
        2	2014-07-26 12:04:48	11	0	1	0
        4	2014-07-26 12:05:25	11	0	1	0
        6	2014-07-26 12:43:08	11	0	1	0
        5	2014-07-26 12:43:19	11	0	1	0
        6	2014-07-27 08:54:50	11	0	1	0
        5	2014-07-27 09:58:02	11	0	1	0
        3	2014-07-28 07:43:31	11	0	1	0
        6	2014-07-28 08:03:44	11	0	1	0
        2	2014-07-28 08:28:13	11	0	1	0
        4	2014-07-28 08:30:58	11	0	1	0
        5	2014-07-28 08:40:14	11	0	1	0
        3	2014-07-28 17:32:50	11	0	1	0
        5	2014-07-28 17:32:58	11	0	1	0
        4	2014-07-28 17:35:24	11	0	1	0
        2	2014-07-28 17:35:55	11	0	1	0
        6	2014-07-28 17:58:03	11	0	1	0
        6	2014-07-29 08:05:50	11	0	1	0
        3	2014-07-29 08:07:40	11	0	1	0
        4	2014-07-29 08:20:17	11	0	1	0
        2	2014-07-29 08:23:59	11	0	1	0
        5	2014-07-29 08:28:47	11	0	1	0
        4	2014-07-29 17:37:13	11	0	1	0
        4	2014-07-29 17:39:03	11	0	1	0
        3	2014-07-29 17:39:10	11	0	1	0
        2	2014-07-29 17:39:18	11	0	1	0
        5	2014-07-29 17:50:49	11	0	1	0
        6	2014-07-29 20:06:59	11	0	1	0
        3	2014-07-30 08:12:16	11	0	1	0
        6	2014-07-30 08:19:18	11	0	1	0
        4	2014-07-30 08:23:09	11	0	1	0
        1	2014-07-30 08:23:54	11	0	1	0
        2	2014-07-30 08:24:13	11	0	1	0
        5	2014-07-30 08:28:41	11	0	1	0
        3	2014-07-30 17:34:03	11	0	1	0
        4	2014-07-30 17:34:26	11	0	1	0
        1	2014-07-30 17:35:46	11	0	1	0
        6	2014-07-30 18:37:18	11	0	1	0
        2	2014-07-30 19:05:07	11	0	1	0
        5	2014-07-30 19:26:53	11	0	1	0
        6	2014-07-31 07:59:55	11	0	1	0
        3	2014-07-31 08:12:40	11	0	1	0
        4	2014-07-31 08:25:09	11	0	1	0
        2	2014-07-31 08:26:15	11	0	1	0
